date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-01 23:59:36,maryveronicaa,aarondrohan,1,0,0,"No he’s the one who said “what if we get Ebola” ",,,,1212523802409799680,https://twitter.com/maryveronicaa/status/1212523802409799680
2020-01-01 23:57:46,hamel1776,,0,0,0,"Government Admits New Ebola Vaccine Contains Live Ebola Virus! https://www.banned.video/watch?id=5e0d2b273536bd00169c31c5 #BannedVideo #Infowars #Health #Vaccines",,,#BannedVideo #Infowars #Health #Vaccines,1212523341891952641,https://twitter.com/hamel1776/status/1212523341891952641
2020-01-01 23:54:29,dalu_xo,IsmailPatel1977,0,0,0,"A parent told her daughter not to be friends with me cause I was from Africa and might have Ebola so....I’m not surprised",,,,1212522513982525445,https://twitter.com/dalu_xo/status/1212522513982525445
2020-01-01 23:52:56,maryveronicaa,aarondrohan,1,0,1,"Mans literally posted that he thought he would get Ebola when he went to Africa... he’s already proved that he would post dumb shit on him socials",,,,1212522122029027329,https://twitter.com/maryveronicaa/status/1212522122029027329
2020-01-01 23:52:36,KatLaRue7,WendyOrent,0,0,4,"They don’t understand transmission for Ebola and how unlikely an outbreak is in the US or many other countries. Because of how it’s transmitted, there is not likely to be any threat here. But since they are unable to understand how disease works, they panic",,,,1212522040999194624,https://twitter.com/KatLaRue7/status/1212522040999194624
2020-01-01 23:50:44,jaymiehu,jan_choutka,2,0,0,"Cuz viral got into tissues. Stomach biopsy shows enterovirus. Ebola found in eyes not in blood. OMF spent fucking time and money no wonder you did not find anything. They will spend millions making more devices and no one get FDA approves yet ! That’s significant progress. Really",,,,1212521569337036800,https://twitter.com/jaymiehu/status/1212521569337036800
2020-01-01 23:49:10,Kusuri_Bot_,,0,0,0,"tbh ebola is probably just another mononoke",,,,1212521175659626496,https://twitter.com/Kusuri_Bot_/status/1212521175659626496
2020-01-01 23:48:27,sranaya_ebola,,0,0,1,"Глозааа болятттттттт ыыыыыхххх",,,,1212520997246701568,https://twitter.com/sranaya_ebola/status/1212520997246701568
2020-01-01 23:47:06,WendyOrent,FollowingForFu2,1,0,4,"You absolutely will not need it unless you are planning to work with Ebola patients in Africa. Ebola, because of a host of cultural and infrastructure factors, will not spread in the US.",,,,1212520653720608768,https://twitter.com/WendyOrent/status/1212520653720608768
2020-01-01 23:43:47,TheAfricaMentor,,0,0,1,"#Africa starts 2020 battling extremism, Ebola and hunger Idaho Statesman http://twib.in/l/KxMj9xxGbkLz via @theafricamentor #africabiz #business",,@TheAfricaMentor,#Africa #africabiz #business,1212519821012807682,https://twitter.com/TheAfricaMentor/status/1212519821012807682
2020-01-01 23:41:42,UncleBobsReason,kevinforrester,0,0,3,"You gotta love hyperbole. Global warming, world war, ebola, hairy spiders.... nah, all less terrifying than my Grandpa Al having his J frame in his pocket.",,,,1212519295520890880,https://twitter.com/UncleBobsReason/status/1212519295520890880
2020-01-01 23:41:11,Palopil,ppmadrid,0,1,1,"Lo decís vosotros precisamente, que trajísteis el ébola a España.... A ver, panda de irresponsables, leed: ",,,,1212519166575546374,https://twitter.com/Palopil/status/1212519166575546374
2020-01-01 23:41:02,mymyssss,ParkBero,1,0,0,"¿Qué clase de catarro tienes? Familia del ébola?",,,,1212519129497972742,https://twitter.com/mymyssss/status/1212519129497972742
2020-01-01 23:40:00,CBS4Indy,,1,0,0,"The extremist violence that bookended 2019 continues to be a major concern in 2020. Meanwhile, the newly elected Congolese president has not achieved his goal of bringing the Ebola epidemic in the east of his country under control by the end of the year. ",,,,1212518867618193410,https://twitter.com/CBS4Indy/status/1212518867618193410
2020-01-01 23:32:36,A4rules,hazzlaaar,1,0,0,"Does that Ebola joke really have ur mind set that badly mama it’s embarrassing if there’s anything I don’t know about how he’s racist plz inform me local queen ",,,,1212517005473013761,https://twitter.com/A4rules/status/1212517005473013761
2020-01-01 23:31:57,susanbenton611,thehill,0,0,3,"When the U.S.,gives money to other nations we R not being taken advantage of.We give it for good reasons that benefit us. Like spending money in Africa to monitor ebola so it doesn’t come here &amp; kill ppl in America. So far it’s wrkd but T ended the prog.cause he doesn’t get it.",,,,1212516841366515713,https://twitter.com/susanbenton611/status/1212516841366515713
2020-01-01 23:30:38,Certitude177,,0,0,0,"CDC and FDA “tag-teaming” Ebola bioweapons psy-op to push dangerous vaccines as part of an Ebola outbreak mass theater operation ",,,,1212516511497240576,https://twitter.com/Certitude177/status/1212516511497240576
2020-01-01 23:22:22,sefora_22,,0,0,0,"I told my boss I might have a virus called Ebola. He said he’s going to terminate me ",,,,1212514429327179776,https://twitter.com/sefora_22/status/1212514429327179776
2020-01-01 23:20:43,hypo_awareness,,0,0,2,"Someone please tell me in what world it’s appropriate to force 17 year olds to write an essay on an incredibly graphic, three page reading on Ebola after a two month long unit on serial killers (that was just as graphic)",,,,1212514016872017920,https://twitter.com/hypo_awareness/status/1212514016872017920
2020-01-01 23:19:04,GloAitaleabiamo,,0,0,0,"Nigeria Was The First Nation To Defeat Ebola. https://www.aitaleabiamoglobalkiddiesnews.com/2017/10/nigeria-was-first-nation-to-defeat-ebola.html?spref=fb",,,,1212513601216487427,https://twitter.com/GloAitaleabiamo/status/1212513601216487427
2020-01-01 23:18:58,thartman2u,rocza,0,0,2,"RT @rocza thx to @JournalofEthics -@UNMC_DrKhan @neva9257 #Ebola #ethics #publichealth #globalhealth @UNMC_ID",,@rocza @JournalofEthics @UNMC_DrKhan @neva9257 @UNMC_ID,#Ebola #ethics #publichealth #globalhealth,1212513576151375872,https://twitter.com/thartman2u/status/1212513576151375872
2020-01-01 23:18:01,DrThomasPaul,ActivistElf,0,16,23,"It's a New Year. Awaken. Don't let anyone inject their poisons into your body (liability-free)! This is the largest cover up in the world's history. Follow Dr.@va_shiva and other great activists who aren't going to take these lies and abuse of powers anymore. #vaccines #Ebola ",,@va_shiva,#vaccines #Ebola,1212513336874565632,https://twitter.com/DrThomasPaul/status/1212513336874565632
2020-01-01 23:14:38,jamielesueur,ecapobianco,0,0,1,"A hopeful note from @ecapobianco and a deeply shared wish to end the #Ebola outbreak in 2020. ",,@ecapobianco,#Ebola,1212512487163121664,https://twitter.com/jamielesueur/status/1212512487163121664
2020-01-01 23:07:41,XavierAbadMdG,,1,1,1,"Tenim això a Catalunya? Cal tenir-lo per fer recerca amb #SARS, o #MERS, o #Ebola? I per #Zika o #tuberculosi? I si a la taula hi hagues un malalt? I si fos un hospital? Que és una #UAAN? #bioseguretat #Biocontenció #OneHealth @CReSA_r",,@CReSA_r,#SARS #MERS #Ebola #Zika #tuberculosi #UAAN #bioseguretat #Biocontenci #OneHealth,1212510737744179200,https://twitter.com/XavierAbadMdG/status/1212510737744179200
2020-01-01 23:05:07,itsallymcmental,Sillyshib,0,0,2,"As well as scurvy, malaria, Ebola, mad cows, hansens, lockjaw - you get my drift in other words I do not wish him well now where’s that bloody genie in the lamp when you need one? The",,,,1212510091355869185,https://twitter.com/itsallymcmental/status/1212510091355869185
2020-01-01 23:05:00,News_8,,0,1,2,"The battles against extremist violence and Ebola will also continue to be major campaigns in African countries in the coming year. ",,,,1212510059646861312,https://twitter.com/News_8/status/1212510059646861312
2020-01-01 23:02:59,rising_serpent,MSNBC,4,39,107,"Narrator: In a world where stupidity is more common than cold, more contagious than Ebola &amp; more mind-blowing than rabies, only one media outlet has the courage to ask: ""but how do we know we've gone far enough?"" This winter MSNBC turns the dials they set on 11 &amp; moves them to 22 ",,,,1212509554568769536,https://twitter.com/rising_serpent/status/1212509554568769536
2020-01-01 23:00:00,Nabbooland,ActivistElf,0,1,1,"Big pharma no liability for Ebola vaccine - something stinks here ",,,,1212508801099816961,https://twitter.com/Nabbooland/status/1212508801099816961
2020-01-01 22:57:49,rosycharisma,slowdiumkloride,1,0,1,"or when he joked about getting ebola in africa (I forgot which country he was going to then)",,,,1212508252237418497,https://twitter.com/rosycharisma/status/1212508252237418497
2020-01-01 22:57:37,submarinorojo,,0,0,1,"Os juro que me pillaría un ébola ahora mismo para no volver al curro mañana.",,,,1212508203168206849,https://twitter.com/submarinorojo/status/1212508203168206849
2020-01-01 22:57:13,corteztheg,IGN,0,0,0,"Hearing aids, hip replacements, Insulin pumps, Cochlear implants; Transhumanism aint new. But I can see how reprogrammable humans implanted with fast twitching muscle fibres, carbon-fibre bones, 2 hearts, extra adrenal glands for beserk mode & ebola sweat on death will be scary.",,,,1212508103683522560,https://twitter.com/corteztheg/status/1212508103683522560
2020-01-01 22:56:31,annnddddrew,,0,0,0,"That's my dog I want what he want if it's ebola ",,,,1212507923949277185,https://twitter.com/annnddddrew/status/1212507923949277185
2020-01-01 22:56:25,manunitedH67,,1,0,0,"Hope half the United team get Ebola",,,,1212507899014123522,https://twitter.com/manunitedH67/status/1212507899014123522
2020-01-01 22:52:50,AbadiaEn,,0,0,0,"Unexplained pneumonia in China; Ebola returns to DRC hot spot; MERS death in Saudi Arabia ",,,,1212506999872729093,https://twitter.com/AbadiaEn/status/1212506999872729093
2020-01-01 22:51:58,GroundsGalen123,,0,0,1,"CDC/FDA Plan Ebola Outbreak &amp; Mass Vaccinations Across America https://youtu.be/yrUV5gI6zp4 via @YouTube",,@YouTube,,1212506780821020673,https://twitter.com/GroundsGalen123/status/1212506780821020673
2020-01-01 22:50:38,FMothmeme,4UTAEGI,1,0,0,"Well saying a joke about a certain country can't really be racist and in some ways can be true. If you went to Africa during the Ebola outbreak with vaccines you definitely would have contracted the disease so ",,,,1212506444823707649,https://twitter.com/FMothmeme/status/1212506444823707649
2020-01-01 22:49:46,SinbSonata,,1,2,5,"Ebola then tati and now your saying the n word god James your asking to get cancelled smh #jamescharlesisoverparty",,,#jamescharlesisoverparty,1212506225436495872,https://twitter.com/SinbSonata/status/1212506225436495872
2020-01-01 22:49:34,ttnhhn,rebeccxa,1,0,0,"Ebola?",,,,1212506174865780736,https://twitter.com/ttnhhn/status/1212506174865780736
2020-01-01 22:49:29,KatLaRue7,KathleenMcKeon6,0,0,4,"I would if I was going to a country where Ebola is a threat- that’s not the case here. Why would you even doubt that I would? If I was still traveling and helping, i wouldn’t hesitate for one second",,,,1212506155936894977,https://twitter.com/KatLaRue7/status/1212506155936894977
2020-01-01 22:49:29,Melody7473,,1,1,2,"https://www.infowars.com/warning-the-vaccines-are-a-trojan-horse/ In Samoa, they are now putting people in jail for refusing to have their kids vaccinated. This is being funded by the U.N. which is pushing depopulation. Next, they are planning an ebola outbreak in the U.S. as an excuse to force vaccinate against it.",,,,1212506155567763456,https://twitter.com/Melody7473/status/1212506155567763456
2020-01-01 22:48:27,carlosisvanjie,4UTAEGI,1,0,0,"He literally made that joke when there were Ebola jokes made left and right and not a single person was cancelled for it except him",,,,1212505897391534087,https://twitter.com/carlosisvanjie/status/1212505897391534087
2020-01-01 22:47:56,sranaya_ebola,,0,0,0,"Причем так нелепо Эх",,,,1212505766789292032,https://twitter.com/sranaya_ebola/status/1212505766789292032
2020-01-01 22:47:36,sranaya_ebola,,1,0,0,"Какой же я блять рак в ебучих играх так охуенно когда твоя тима въябывает из-за тебя обожаю ахаха бля :)))))",,,,1212505681594638337,https://twitter.com/sranaya_ebola/status/1212505681594638337
2020-01-01 22:47:13,loserIesbian,ghostlymark,0,0,4,"dont forget the whole ebola africa thing ",,,,1212505586811584512,https://twitter.com/loserIesbian/status/1212505586811584512
2020-01-01 22:43:24,thatpoetclem,thecableng,0,0,1,"Some of us might never know the great service Late Dr Stella and her team did us. NIGERIA'S HEALTH CARE WOULD NEVER HAVE CONTAIN A WIDE SPREAD EBOLA OUTBREAK. NEVER. It was providence that made Sawyer go to the right hospital.",,,,1212504624504197120,https://twitter.com/thatpoetclem/status/1212504624504197120
2020-01-01 22:42:07,FMothmeme,4UTAEGI,1,0,1,"Ebola is now racist?",,,,1212504300066398208,https://twitter.com/FMothmeme/status/1212504300066398208
2020-01-01 22:38:08,KathleenMcKeon6,FollowingForFu2,1,0,0,"So, go ahead and sign up for the rushed experimental ebola vaccine since it's arrived through importation to the US.",,,,1212503298604847104,https://twitter.com/KathleenMcKeon6/status/1212503298604847104
2020-01-01 22:36:55,nevancik1,HouseOfJames2,0,0,0,"No I can only think of one or two people I would like to see come down with Ebola.",,,,1212502992315965441,https://twitter.com/nevancik1/status/1212502992315965441
2020-01-01 22:36:45,Canislu49290950,DearAuntCrabby,0,0,0,"Aggressive case of Herpes with a side of Ebola..",,,,1212502951240929280,https://twitter.com/Canislu49290950/status/1212502951240929280
2020-01-01 22:36:13,chaiandkimchi,keyblazed,0,0,0,"prob chilling with that other dude ebola",,,,1212502815861624833,https://twitter.com/chaiandkimchi/status/1212502815861624833
2020-01-01 22:33:27,SMcwoof,KathleenMcKeon6,0,0,3,"@Rosewind2007 is or was in an Ebola vaccine trial IIRC?",,@Rosewind2007,,1212502120181747712,https://twitter.com/SMcwoof/status/1212502120181747712
2020-01-01 22:32:35,enigmatears,stiIcnski,0,0,1,"Ah oui ça il est raciste remember son tweet sur l’ebola mais tt le monde oublie ",,,,1212501902069555202,https://twitter.com/enigmatears/status/1212501902069555202
2020-01-01 22:32:02,Dreamerse8,,0,0,0,"Why y'all surprised about James Charles saying the N word? Didn't he make that comment about going to Africa & getting ebola? #jamescharlesisoverparty",,,#jamescharlesisoverparty,1212501766190837766,https://twitter.com/Dreamerse8/status/1212501766190837766
2020-01-01 22:31:05,svinfectologia,,0,0,1,"En la RD del Congo se ha generado desconfianza de la población hacia el sistema de salud, ataque a trabajadores de salud y centros, e inseguridad ante conflictos armados. Se confirmaron 3200 casos y 2207 muertes por ebola hasta el 4 de diciembre de 2019 en la RD del Congo.",,,,1212501524498321408,https://twitter.com/svinfectologia/status/1212501524498321408
2020-01-01 22:31:04,svinfectologia,,2,11,5,"EBOLA El director general de la OMS, Tedros Adhanom Ghebreyesus, declaró una emergencia sanitaria de preocupación internacional (PHEIC por sus siglas en inglés) ante el problema de EBOLA en la RD del Congo. Es el quinto PHEIC en la historia de la OMS. ",,,,1212501519725142018,https://twitter.com/svinfectologia/status/1212501519725142018
2020-01-01 22:28:07,kafiano44,ABC,0,0,0,"..Biased Western media who only pinpoint the few negative elements..our ECONOMIES are the FASTEST growing,We have abundant fertile soils that will FEED generations,we shall over come Ebola and Aids!!#AfricaRise #AfricaUnite",,,#AfricaRise #AfricaUnite,1212500778386100224,https://twitter.com/kafiano44/status/1212500778386100224
2020-01-01 22:26:33,sono_farmaci,,2,73,75,"A proposito di Ebola, i produttori del vaccino avranno l'immunità sui loro prodotti. Almeno in America, per il momento. Praticamente produrre vaccini è il business perfetto. Non corri nessun pericolo se il tuo prodotto uccide chi ne fa uso (persone sane) ",,,,1212500385547661312,https://twitter.com/sono_farmaci/status/1212500385547661312
2020-01-01 22:26:24,KathleenMcKeon6,SMcwoof,4,0,1,"Well, they have to rush since they are importing ebola amongst a host of other diseases.....it's going to get disease hairy here in the US. Import and then try and cure &amp; vaccinate....gee now that is a plan. ",,,,1212500345114357761,https://twitter.com/KathleenMcKeon6/status/1212500345114357761
2020-01-01 22:24:20,KatLaRue7,KathleenMcKeon6,1,0,4,"So getting Ebola (and dying from a hemorrhagic Fever) is preferable to being protected? The health care volunteers are grateful for the protection! As is the population who are faced with thousands of loved ones dying.",,,,1212499827998822405,https://twitter.com/KatLaRue7/status/1212499827998822405
2020-01-01 22:23:50,SMcwoof,KathleenMcKeon6,2,0,6,"You're right, of course. An Ebola vaccine is much worse than Ebola. Yep.",,,,1212499701632847872,https://twitter.com/SMcwoof/status/1212499701632847872
2020-01-01 22:23:42,KathleenMcKeon6,Cheez13925770,0,0,1,"Open borders migration of ebola and many more diseases to come. https://www.conservativereview.com/news/large-numbers-coming-border-ebola-ridden-african-countries/ US agency offers legal immunity to manufacturers that rush with experimental vaccines.",,,,1212499668581507072,https://twitter.com/KathleenMcKeon6/status/1212499668581507072
2020-01-01 22:20:03,japantimes,,0,5,4,"Africa starts 2020 battling extremism, Ebola and hunger http://jtim.es/i49a30q68Kh",,,,1212498747353108480,https://twitter.com/japantimes/status/1212498747353108480
2020-01-01 22:19:58,bandjikula,mingas_as,0,0,0,"Un noire africain qui est devenu musulman est pire, la religion arabique est plus violente qu Ebola, HIV, rougeole,...combinés",,,,1212498728113844226,https://twitter.com/bandjikula/status/1212498728113844226
2020-01-01 22:18:27,ZyroFoxtrot,,2,5,2,"CDC and FDA “tag-teaming” Ebola bioweapons psy-op to push dangerous vaccines as part of an Ebola outbreak mass theater operation #EbolaVaccineMarketing #EbolaBioweapon",,,#EbolaVaccineMarketing #EbolaBioweapon,1212498345878597632,https://twitter.com/ZyroFoxtrot/status/1212498345878597632
2020-01-01 22:17:31,KathleenMcKeon6,PatrioticProgr1,0,0,1,"Mass migration from countries with ebola is why.",,,,1212498109571325952,https://twitter.com/KathleenMcKeon6/status/1212498109571325952
2020-01-01 22:17:00,Eric06372961,iDGiam,0,0,0,"Ebola can be contained &amp; or vaccinated against. This disease is a little harder to contain.",,,,1212497982005792768,https://twitter.com/Eric06372961/status/1212497982005792768
2020-01-01 22:15:28,SpartaGad,,0,0,3,"I still think about the time Chance said he’d catch ebola in his mouth corner if him sleep on the couch ",,,,1212497597027508224,https://twitter.com/SpartaGad/status/1212497597027508224
2020-01-01 22:14:58,KathleenMcKeon6,FollowingForFu2,6,0,0,"And here you go----rushing---experimenting and of course they Are Not going to stand behind their product, you will of course. But here is your ebola vaccines and you are liable for the outcome. You should contact them and sign up. https://www.foxnews.com/health/us-agency-offers-legal-immunity-to-ebola-vaccine-makers",,,,1212497470694912000,https://twitter.com/KathleenMcKeon6/status/1212497470694912000
2020-01-01 22:14:05,AndyVermaut,,0,0,0,"Africa starts 2020 battling extremism, Ebola and hunger https://www.japantimes.co.jp/news/2020/01/02/world/africa-starts-2020-battling-extremism-ebola-hunger/?utm_source=dlvr.it&amp;utm_medium=twitter",,,,1212497246383591424,https://twitter.com/AndyVermaut/status/1212497246383591424
2020-01-01 22:11:34,Richach26278927,,0,0,0,"Nos amis russes, du ministère de la santé, nous ont offert 2 laboratoires mobiles ultra modernes qui, normalement, vont servir pour le dépistage des maladies endémiques comme notamment Ebola, la Rougeole et autres qu'on peut retrouver dans différents endr ",,,,1212496613085724674,https://twitter.com/Richach26278927/status/1212496613085724674
2020-01-01 22:08:36,VPKuiper,happymom010101,1,0,0,"I back him up. Testing an Ebola vaccine in the field where Ebola is endemic against an inert placebo is unethical. Testing it for safety and immunogenicity in healthy volunteers against placebo is fine.",,,,1212495868739440643,https://twitter.com/VPKuiper/status/1212495868739440643
2020-01-01 22:06:46,FollowingForFu2,KatLaRue7,2,0,3,"And when the Ebola vaccine becomes available to the general population I damn sure will be in line to get it",,,,1212495405512110080,https://twitter.com/FollowingForFu2/status/1212495405512110080
2020-01-01 22:06:36,General__Noodle,lauraisnotrich,1,0,2,"ok but tbf ebola is no joke",,,,1212495365049597954,https://twitter.com/General__Noodle/status/1212495365049597954
2020-01-01 22:06:24,Yogirocket,,0,0,0,"US agency offers legal immunity to Ebola vaccine makers | Fox News https://www.foxnews.com/health/us-agency-offers-legal-immunity-to-ebola-vaccine-makers",,,,1212495314088865792,https://twitter.com/Yogirocket/status/1212495314088865792
2020-01-01 22:06:06,JapanToday,,0,1,1,"Africa starts 2020 battling extremism, Ebola and hunger https://japantoday.com/category/world/africa-starts-2020-battling-extremism-ebola-and-hunger?utm_source=twitter&amp;utm_medium=referral&amp;utm_campaign=dlvr.it",,,,1212495238788313089,https://twitter.com/JapanToday/status/1212495238788313089
2020-01-01 22:06:01,ABKinSTL,RayComfort,0,0,0,"The all-powerful creator of an unimaginably vast and great universe is worried - not about cancer or ebola or drought or flood or earthquake or war or starvation - but about .... sex? That's just bizarre. Also very, very stupid.",,,,1212495217540173829,https://twitter.com/ABKinSTL/status/1212495217540173829
2020-01-01 22:03:58,alyssaphobia,,0,0,0,"There's a lot of reasons to cancel James (africans got ebola, young straight men fetishist, fuck sick people, ) Charles but he didn't say the n word he skipped it. Probably the least problematic thing in his whole career. #jamescharlesisoverparty",,,#jamescharlesisoverparty,1212494701296644096,https://twitter.com/alyssaphobia/status/1212494701296644096
2020-01-01 22:03:45,KatLaRue7,KathleenMcKeon6,2,0,4,"We do not have Ebola or dengue in many countries yet- the issue is that the diseases have killed far more people.",,,,1212494648096243712,https://twitter.com/KatLaRue7/status/1212494648096243712
2020-01-01 22:01:47,jeschwarze,VlRUS_EBOLA,0,0,1,"la wehrmacht era ejercito profesional. Y el discurso que los hijos son culpables de lo que hagan los padres es propio de Corea del Norte y del III Reich. No le des argumento a KKK para que desvie el tema. Feliz 2020",,,,1212494153159979008,https://twitter.com/jeschwarze/status/1212494153159979008
2020-01-01 22:01:36,EBOLA_HUNTER,knewnie,0,0,0,"",,,,1212494106875846658,https://twitter.com/EBOLA_HUNTER/status/1212494106875846658
2020-01-01 22:01:29,mwongelaa_,,0,0,1,"Nashuku niko na Ebola ",,,,1212494077612232705,https://twitter.com/mwongelaa_/status/1212494077612232705
2020-01-01 21:56:11,wgachii,,0,0,0,"Even Xhaka is happy again. Emery was Ebola.",,,,1212492743802576896,https://twitter.com/wgachii/status/1212492743802576896
2020-01-01 21:54:45,dannyb7107,,2,0,4,"Hope that Pogba goes to hell the fukin Lanky piece of Shit Deserves nothing but Ebola him",,,,1212492382425489416,https://twitter.com/dannyb7107/status/1212492382425489416
2020-01-01 21:53:31,Raf_Iwine,matteosalvinimi,0,0,0,"Chiediamo al Cuore Immacolato di Maria come rafforzare la posizione dell’Italia nell’attuale contesto geopolitico. Amen. PS se il buon Dio potesse far scomparire ebola, AIDS e cancro, sarebbe un gesto apprezzato. #1gennaio #BuonAnno #capodanno2020",,,#1gennaio #BuonAnno #capodanno2020,1212492069681422336,https://twitter.com/Raf_Iwine/status/1212492069681422336
2020-01-01 21:52:43,FIGHTSEB,Ieosfilm,3,0,1,"this the same mf that made an racist comment about ebola and africa so if he really did say it i really wouldn’t be surprised",,,,1212491870439276544,https://twitter.com/FIGHTSEB/status/1212491870439276544
2020-01-01 21:52:02,1foreverseeking,AnonsSynonymous,0,0,0,"We know Africans are crossing the southern border while there is an Ebola epidemic. How many crossed without the knowledge of border patrol?",,,,1212491699513155584,https://twitter.com/1foreverseeking/status/1212491699513155584
2020-01-01 21:49:23,SeeFisch,,0,17,35,"FDA Approves Ebola Vaccine For Use And Distribution In United States via @forbes",,@Forbes,,1212491031385714688,https://twitter.com/SeeFisch/status/1212491031385714688
2020-01-01 21:44:45,revatimin,,0,0,0,"I will never understand how he wasn't canceled the first time he said that ebola bullshit.",,,,1212489864127688709,https://twitter.com/revatimin/status/1212489864127688709
2020-01-01 21:43:55,JamieAgee6,,0,0,0,"Africa starts 2020 battling extremism, Ebola and hunger http://via.fox59.com/3sSFD via @fox59",,@FOX59,,1212489657113567232,https://twitter.com/JamieAgee6/status/1212489657113567232
2020-01-01 21:42:20,jerzeeYo,AkinOlokun,1,0,0,"What's a better alternative for fighting Ebola?",,,,1212489258184953859,https://twitter.com/jerzeeYo/status/1212489258184953859
2020-01-01 21:36:16,igleask,,0,0,0,"RT@AmazngDeals I wish people were as concerned about cardiovascular disease as Ebola. - Jay Cohn MD http://smarturl.it/SAVtg #health ^&gt;",,@AmazngDeals,#health,1212487731533819905,https://twitter.com/igleask/status/1212487731533819905
2020-01-01 21:36:07,NZaleck,,3,3,31,"2020 Goals 1. Get arrested 2. Catch a cigarette addiction 3. Have a kid 4. Spread ebola again",,,,1212487694376427526,https://twitter.com/NZaleck/status/1212487694376427526
2020-01-01 21:35:22,lode_godderis,,0,0,0,"Need to protect Health care workers (HW): HW infections composed 2%-100% of cases in Ebola virus disease (EVD) and 5%-50% of cases in Marburg virus disease (MVD) outbreaks. Among exposed HWs, 0.6%-92% developed EVD, and 1%-10% dev…https://lnkd.in/eesmQKt",,,,1212487505288802304,https://twitter.com/lode_godderis/status/1212487505288802304
2020-01-01 21:34:40,MadeUpShitBot,,0,0,0,"Asserted by the an investigation publicized by Princeton University dentistry bureau, 9.4% of strains of the ebola virus can telepathically control whatever remnants are on the bottom of a ball pit.",,,,1212487329077743621,https://twitter.com/MadeUpShitBot/status/1212487329077743621
2020-01-01 21:34:16,sir_amares__,IH_Danalmajiri,5,2,17,"So the lady are mentir this boy and she excuse for she absence d'hier dnc wadji ay pray for the woman to be death and she are a accident meme après sa mort and she have a ebola a choléra a biir bouy daw and other maladie and she have a many many childs no father Thanks u",,,,1212487228989071360,https://twitter.com/sir_amares__/status/1212487228989071360
2020-01-01 21:32:14,SheenaParish,sallyKP,0,4,5,"Dr Kelly & UK Govt working on Ebola as biowarfare https://pbs.twimg.com/media/Dq6MtwnXQAASVpK.jpg:large",,,,1212486715107135490,https://twitter.com/SheenaParish/status/1212486715107135490
2020-01-01 21:31:29,SheenaParish,sallyKP,1,25,30,"Soros & Gates & the Ebola expert killed on MH17 who knew they were going to use experimental Ebola vaccine as coercive medical treatment on whole populations ",,,,1212486524702527495,https://twitter.com/SheenaParish/status/1212486524702527495
2020-01-01 21:31:02,Informe21,,0,2,0,"RD del Congo cierra 2019 sin acabar con el ébola, que suma 2.232 muertos #01Ene #Salud https://buff.ly/2QyBmXE",,,#01Ene #Salud,1212486412907565058,https://twitter.com/Informe21/status/1212486412907565058
2020-01-01 21:30:26,LohengrinDav,,0,1,1,"Menuda cama redonda bolivarina inclusiva, y todo eso. A ver si pillan hasta el ébola ",,,,1212486262772391937,https://twitter.com/LohengrinDav/status/1212486262772391937
2020-01-01 21:30:19,mj_janneh,uni_cueenn,0,0,9,"For EBOLA or pregnancy prevention ",,,,1212486233743593472,https://twitter.com/mj_janneh/status/1212486233743593472
2020-01-01 21:30:18,NVICLoeDown,,0,10,7,"Following Merck approval, Gavi authorizes $178M to build Ebola vaccine stockpile | FiercePharma http://ow.ly/FBMH50xIGD6",,,,1212486230526570501,https://twitter.com/NVICLoeDown/status/1212486230526570501
2020-01-01 21:30:00,OWHnews,,1,1,2,"Globally, there was an explosion of measles in many countries, an unrelenting Ebola outbreak in Africa and a surge in dengue fever in Asia. There were also backslides in some diseases, like polio, that the world was close to wiping out. ",,,,1212486153619857410,https://twitter.com/OWHnews/status/1212486153619857410
2020-01-01 21:27:24,yourbookzone,,0,0,0,"RT@Amazng99 I wish people were as concerned about CV disease as Ebola. http://smarturl.it/SAVtg #health ^""",,@amazng99,#health,1212485498511466500,https://twitter.com/yourbookzone/status/1212485498511466500
2020-01-01 21:26:18,DrbolaolaDr,B_ELRUFAI,0,0,0,"That would be great! I support your idea. Dr Adadevoh saved Nigeria from the calamities of Ebola Virus epidemic with her life.",,,,1212485220366200833,https://twitter.com/DrbolaolaDr/status/1212485220366200833
2020-01-01 21:26:17,Tones46992228,JenFlem74,3,0,29,"I got a week ban for hoping he got Ebola ",,,,1212485215991586816,https://twitter.com/Tones46992228/status/1212485215991586816
2020-01-01 21:24:31,JolaosoSolomon,thecableng,0,1,1,"For how she saved Nigeria from ebola but died of it .. She deserves this!! ",,,,1212484773345714177,https://twitter.com/JolaosoSolomon/status/1212484773345714177
2020-01-01 21:23:41,Ebola_Party,realDonaldTrump,0,0,0,"Why did that even occur on your watch? How did you allow this to happen?",,,,1212484562305134593,https://twitter.com/Ebola_Party/status/1212484562305134593
2020-01-01 21:18:14,writerroya,USciences_BW,0,0,5,"Welcome to America, Ebola. ",,,,1212483191967117312,https://twitter.com/writerroya/status/1212483191967117312
2020-01-01 21:17:28,babsie16,,0,0,0,"CDC and FDA “tag-teaming” Ebola bioweapons psy-op to push dangerous vaccines as part of an Ebola outbreak mass theater operation – http://NaturalNews.com",,,,1212482999356313600,https://twitter.com/babsie16/status/1212482999356313600
