date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2016-06-30 23:48:52,Islamghuraba,,0,0,1,"#мерседес #mercedesbenz #mers #mercedes #запчасти #диагностика #auto #ремонт #автосервис #motor… https://www.instagram.com/p/BHTDHpvBNwF/",,,#mercedesbenz #mers #mercedes #auto #motor,748664630784864256,https://twitter.com/Islamghuraba/status/748664630784864256
2016-06-30 23:30:22,CIDRAP,,0,2,2,"NEWS SCAN: More #yellowfever; Saudi #MERS; #Chikungunya cases; FDA on raw dough; #H5N1 in Ghana; Hand sanitizer rule",,,#yellowfever #MERS #Chikungunya #H5N1,748659974683897856,https://twitter.com/CIDRAP/status/748659974683897856
2016-06-30 21:09:09,mudage_datsumou,,0,0,0,"【MERSニュース】 Middle East respiratory syndrome coronavirus (MERS-CoV) – Qatar - World… http://dlvr.it/LhWj8C #MERS #中東呼吸器症候群 #新型インフルエンザ #感染症",,,#MERS,748624436455165953,https://twitter.com/mudage_datsumou/status/748624436455165953
2016-06-30 19:45:42,InfectDisNews,,0,1,0,"Is it safe for travelers to interact w/ camels, which have been linked to the spread of #MERS, on the Arabian Pen.? http://goo.gl/JKopFH",,,#MERS,748603435738603520,https://twitter.com/InfectDisNews/status/748603435738603520
2016-06-30 19:45:42,GoHealio,,0,0,0,"Is it safe for travelers to interact w/ camels, which have been linked to the spread of #MERS, on the Arabian Pen.? http://goo.gl/JKopFH",,,#MERS,748603435499552768,https://twitter.com/GoHealio/status/748603435499552768
2016-06-30 17:15:13,Islamghuraba,,0,0,1,"#мерседес #mercedesbenz #mers #mercedes #запчасти #диагностика #auto #ремонт #автосервис #motor… https://www.instagram.com/p/BHSWEfRBT2U/",,,#mercedesbenz #mers #mercedes #auto #motor,748565566043000832,https://twitter.com/Islamghuraba/status/748565566043000832
2016-06-30 17:11:45,HelenBranswell,,0,3,0,"More #MERS in Saudi Arabia. Today 2 cases, neither it seems part of the Riyadh hospital outbreak. http://www.moh.gov.sa/en/CCC/PressReleases/Pages/statistics-2016-06-30-001.aspx",,,#MERS,748564693762060289,https://twitter.com/HelenBranswell/status/748564693762060289
2016-06-30 16:45:09,mudage_datsumou,,0,0,0,"【MERSニュース】 Voile : cap vers les mers du Sud pour la Volvo… http://dlvr.it/LhRtPl #MERS #中東呼吸器症候群 #新型インフルエンザ #感染症",,,#MERS,748557999086534656,https://twitter.com/mudage_datsumou/status/748557999086534656
2016-06-30 16:13:06,mudage_datsumou,,0,0,0,"【MERSニュース】 Mers et océans en danger ! - ARTE Journal: Mers… http://dlvr.it/LhRJyX #MERS #中東呼吸器症候群 #新型インフルエンザ #感染症",,,#MERS,748549936141082624,https://twitter.com/mudage_datsumou/status/748549936141082624
2016-06-30 16:01:18,wrair,,0,0,0,"Despite relatively few #of cases to-date, research & development of MERS-CoV vaccine candidates advancing quickly http://www.sciencedirect.com/science/article/pii/S0264410X16301013",,,,748546963474374656,https://twitter.com/wrair/status/748546963474374656
2016-06-30 14:53:11,_hozint,,0,0,0,"#SaudiArabia 2 new cases of MERS-CoV in Riyadh https://horizon.hozint.com/2016/06/2-new-cases-of-mers-cov-in-riyadh/",,,#SaudiArabia,748529824034000896,https://twitter.com/_hozint/status/748529824034000896
2016-06-30 14:53:10,ISObserver,,0,0,0,"#SaudiArabia 2 new cases of MERS-CoV in Riyadh https://horizon.hozint.com/2016/06/2-new-cases-of-mers-cov-in-riyadh/",,,#SaudiArabia,748529820951207936,https://twitter.com/ISObserver/status/748529820951207936
2016-06-30 14:48:57,Fla_Medic,,0,0,0,"AFD Blog `Saudi MOH On KKUH #MERS-CoV Outbreak &amp; Increased Asymptomatic Detections' http://tinyurl.com/gofatlx",,,#MERS,748528758303391744,https://twitter.com/Fla_Medic/status/748528758303391744
2016-06-30 14:35:10,mudage_datsumou,,0,0,0,"【MERSニュース】 On embarque à bord d'un géant des mers: l'Ultime… http://dlvr.it/LhPYFF #MERS #中東呼吸器症候群 #新型インフルエンザ #感染症",,,#MERS,748525288426864642,https://twitter.com/mudage_datsumou/status/748525288426864642
2016-06-30 14:11:49,CBIC,,0,0,0,"Middle East respiratory syndrome coronavirus (MERS-CoV) – Qatar http://who.int/csr/don/29-june-2016-mers-qatar/en/#.V3Uoobfv-iU.twitter",,,,748519413511512064,https://twitter.com/CBIC/status/748519413511512064
2016-06-30 14:06:45,PandemicThreats,,0,0,0,"News Pouch, 29 June 2016 #Zika #zikavirus #yellowfever #avianflu #avianinfluenza #Ebola #EbolaResponse #MERS http://eepurl.com/b709kT",,,#Zika #zikavirus #yellowfever #avianflu #avianinfluenza #Ebola #EbolaResponse #MERS,748518137646227456,https://twitter.com/PandemicThreats/status/748518137646227456
2016-06-30 13:57:52,DocFM1,,0,0,0,"#MERS CoV in KSA= an endless story,more or less under control but with peaks of nosocomial infections due to lack of ICP. Next...",,,#MERS,748515902501552128,https://twitter.com/DocFM1/status/748515902501552128
2016-06-30 13:28:20,Crof,,0,1,0,"Saudi Arabia: Two new #MERS cases, one already fatal, as of noon June 30 http://crofsblogs.typepad.com/h5n1/2016/06/saudi-arabia-two-new-mers-cases-one-already-fatal-as-of-noon-june-30.html",,,#MERS,748508470786162689,https://twitter.com/Crof/status/748508470786162689
2016-06-30 13:20:26,Crof,,0,2,0,"WHO: Middle East respiratory syndrome coronavirus (#MERS-CoV) – Qatar http://crofsblogs.typepad.com/h5n1/2016/06/who-middle-east-respiratory-syndrome-coronavirus-mers-cov-qatar.html",,,#MERS,748506483474604033,https://twitter.com/Crof/status/748506483474604033
2016-06-30 12:30:21,Gate_15_Analyst,,0,0,0,"#SaudiArabia MOH: 2 New Primary #MERS Cases (Al-Baha &amp; Dammam): @AvianFluDiary #health http://afludiary.blogspot.com/2016/06/saudi-moh-2-new-primary-mers-cases-al.html",,@AvianFluDiary,#SaudiArabia #MERS #health,748493876290154496,https://twitter.com/Gate_15_Analyst/status/748493876290154496
2016-06-30 12:17:51,Fla_Medic,,0,0,0,"AFD Blog `Saudi MOH: 2 New Primary MERS Cases (Al-Baha & Dammam)' #MERS-CoV http://tinyurl.com/zw5blm6",,,#MERS,748490730855866369,https://twitter.com/Fla_Medic/status/748490730855866369
2016-06-30 12:10:08,healthmap,,0,2,0,"#KSA: 72-year-old Saudi national dies after contracting #MERS - @GDNonline http://ow.ly/o8F3301NbgV",,@GDNonline,#KSA #MERS,748488789341966336,https://twitter.com/healthmap/status/748488789341966336
2016-06-30 12:03:42,Omicsjournals,,0,0,0,"#MERS-CoV An Epidemic #Whirlwind| http://www.omicsonline.com/open-access/ArchiveBLM/currentissue-biology-and-medicine-open-access.php",,,#MERS #Whirlwind,748487172345335808,https://twitter.com/Omicsjournals/status/748487172345335808
2016-06-30 12:00:09,FluTrackers,,0,0,0,"#Saudi Arabia MOH: 2 new #coronavirus #MERS CoV cases; 1 death- June 30, 2016 https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/756230-saudi-arabia-moh-2-new-cov-cases-1-death-june-30-2016 h/t Shiloh",,,#Saudi #coronavirus #MERS,748486277910102016,https://twitter.com/FluTrackers/status/748486277910102016
